run_id,source_repo,experiment,variant,target_scale_recorded,comparison_scale,fold,params,best_epoch,gflops_per_window,forward_ms,MAE,MSE,CC_temporal,CC_spectral,RRMSE_temporal,RRMSE_spectral,R2,peak_F1,peak_precision,peak_recall,peak_accuracy,peak_missed_rate,peak_timing_err_ms_median,MAE_mean_hr_bpm,MAE_rmssd_ms,MAE_recorded,MSE_recorded
A_valsalva__multireslinknet__f0,baselines,A_valsalva,multireslinknet,"[0,1]","[0,1]",0,9218556,14,3.478046464,61.01489067077637,0.1826623603968531,0.04486316375783417,53.25122704283769,82.0223835472034,0.6790273974294474,0.673953293169874,-1.1897241409538195,0.6936230017496868,0.8895548905147899,0.5878849719058111,0.5679311091069204,0.41211502809418893,19.53125,4.60329703422216,229.0066230766428,0.1826623603968531,0.04486316375783417
A_valsalva__multireslinknet__f1,baselines,A_valsalva,multireslinknet,"[0,1]","[0,1]",1,9218556,8,3.478046464,61.01489067077637,0.17007904536093563,0.04514613319365499,36.49408794152654,75.0424424589922,0.47071331782661774,0.7036410111873472,-0.7015441128059077,0.5650382890088979,0.7604718617489763,0.466452392304582,0.434928620962474,0.533547607695418,25.78125,3.7934468743171363,342.3799943373336,0.17007904536093563,0.04514613319365499
A_valsalva__multireslinknet__f2,baselines,A_valsalva,multireslinknet,"[0,1]","[0,1]",2,9218556,10,3.478046464,61.01489067077637,0.1712955296271875,0.04667091557484168,67.64577832964541,87.32410250172356,0.5034598182202535,0.6498808121776639,-0.8688393247277179,0.7597463529378997,0.9796035265165739,0.6373409033860185,0.630700888218105,0.36265909661398155,13.020833333333334,11.136810736082893,312.0458297251035,0.1712955296271875,0.04667091557484168
A_valsalva__multireslinknet__f3,baselines,A_valsalva,multireslinknet,"[0,1]","[0,1]",3,9218556,12,3.478046464,61.01489067077637,0.12089620629716046,0.025957713502303702,55.80167513749035,83.69216005411994,0.46216004628331836,0.8020809172342424,-0.05882476493044905,0.44985050245207925,0.4531826363622396,0.44945603634215364,0.29137437982584313,0.5505439636578463,25.0,20.583843290381566,429.38646809926314,0.12089620629716046,0.025957713502303702
A_valsalva__multireslinknet__f4,baselines,A_valsalva,multireslinknet,"[0,1]","[0,1]",4,9218556,6,3.478046464,61.01489067077637,0.161697345489275,0.045268002233908144,44.24319935020095,82.19696397485083,0.5365991588714353,0.7394850471546106,-1.592358322419146,0.043424990386881565,0.05118089248453954,0.038133225379311096,0.022601208519036804,0.9618667746206888,44.53125,5.417954568825574,272.83332303270856,0.161697345489275,0.045268002233908144
A_valsalva__unet__f0,baselines,A_valsalva,unet,"[0,1]","[0,1]",0,12210881,34,2.793930752,45.86052894592285,0.18473590575677645,0.04470612775545666,58.5004204647478,81.87175812853091,0.6695404533828047,0.6888739455965459,-1.1875473772962566,0.7234153848250036,0.9137964474506535,0.6105089037487331,0.5857794689628332,0.38949109625126693,16.927083333333332,3.783325096972561,215.9625582799324,0.18473590575677645,0.04470612775545666
A_valsalva__unet__f1,baselines,A_valsalva,unet,"[0,1]","[0,1]",1,12210881,25,2.793930752,45.86052894592285,0.20329080023447105,0.0583325500589313,39.69625287135937,74.94129005956553,0.5303767234407605,0.730101984516148,-1.2994906613623243,0.610997541255149,0.8143354968660936,0.4972137431076421,0.47880729673990974,0.5027862568923579,31.25,5.700307317332171,306.4787170645752,0.20329080023447105,0.0583325500589313
A_valsalva__unet__f2,baselines,A_valsalva,unet,"[0,1]","[0,1]",2,12210881,3,2.793930752,45.86052894592285,0.17448574847418893,0.04381978878777217,-1.0689781153880056,7.470732556282606,0.5544001905547182,0.9996994787298584,-0.6213233616181332,0.04774581866354591,0.2571183813131967,0.0264221425600578,0.02447400720950972,0.9735778574399422,57.291666666666664,18.37286156162106,742.1228647503598,0.17448574847418893,0.04381978878777217
A_valsalva__unet__f3,baselines,A_valsalva,unet,"[0,1]","[0,1]",3,12210881,10,2.793930752,45.86052894592285,0.15897642095375014,0.037731111594314345,2.6767123326764466,16.11254530222206,0.5575066326406336,0.9913515659173324,-0.42765568130176207,0.11117882552701248,0.19778296489585417,0.08537258386720138,0.059921306131765065,0.9146274161327987,56.25,25.847291684142874,412.4257079545334,0.15897642095375014,0.037731111594314345
A_valsalva__unet__f4,baselines,A_valsalva,unet,"[0,1]","[0,1]",4,12210881,19,2.793930752,45.86052894592285,0.17011661540204923,0.04546850185852924,54.24528912923236,87.3888464426635,0.5447286795616263,0.7813652556441025,-1.6227040799378545,0.871253239351573,0.9831915709695084,0.7838350082999492,0.7751183618047208,0.2161649917000507,15.625,2.1289951787348516,108.2398087362698,0.17011661540204923,0.04546850185852924
