experiment,variant,fold,params,MAE,MSE,CC_temporal,CC_spectral,RRMSE_temporal,RRMSE_spectral,R2,peak_F1,peak_precision,peak_recall,peak_accuracy,peak_missed_rate,peak_timing_err_ms_median,MAE_mean_hr_bpm,MAE_rmssd_ms
A_apnea,L9_full,3,4090620,0.3221079814304955,0.16883268210045246,25.068582638089058,75.39094814383074,0.7483746824164054,0.7905381508412354,-0.9022432744389073,0.7583967801736005,0.7735315116532661,0.7504085489604728,0.6130805528010845,0.24959145103952707,25.390625,4.29129686947892,223.81509150975896
A_resting,L9_full,1,4090620,0.3435851273972134,0.16911081270106204,56.97363692968453,89.74535583686493,0.987087155600255,0.5425344442741641,-0.49839472196970774,0.8060427336839848,0.9343286854477152,0.7204660634005604,0.6985854786697215,0.27953393659943965,14.322916666666666,4.715700096686123,271.5412736662737
A_valsalva,L9_full,0,4090620,0.3330263781749827,0.1559660683007726,50.598597854520506,82.83404673302424,0.8570795087807476,0.6862599950166604,-0.8988370313569964,0.6428689651780909,0.7479392887852302,0.5878198009344674,0.5234468623437404,0.41218019906553266,23.4375,7.276467307285645,246.471644175969
A_valsalva,L9_full,4,4090620,0.3238425156775144,0.1607843684885035,62.409074737287646,89.08474427104352,0.8842852465881965,0.7543903326116981,-1.4204055183966593,0.8445243613134604,0.9321184434701397,0.7833657433632505,0.746906085385982,0.21663425663674962,18.75,2.3084840514411895,156.38047338896737
B_rva,L2_loss_only,1,9218556,0.3383387009170019,0.1698031994062785,38.68515394160815,88.2950902714,1.026643144703283,0.6385989714842766,-0.5396398572304764,0.7730180330715246,0.8019523007960921,0.7500245923567449,0.6622597353533539,0.24997540764325515,36.62109375,2.708201843836129,238.19743716376155
B_rva,L3_c1_only,0,9221692,0.3599145525935715,0.1769408635132521,52.26981190658568,81.64787166653839,0.9294311628936623,0.6296946726175189,-1.1486125280172623,0.7104437512302518,0.8705295155166405,0.614871075312684,0.5821513165969838,0.3851289246873161,17.003676470588236,6.871531939159102,267.8329350270134
B_rva,L3_c1_only,4,9221692,0.31302549088444004,0.16111417446851264,59.69406627700681,89.79210495677461,0.9043405767782412,0.7697956856286745,-1.5512585639887913,0.9127471248409543,0.9659126717516011,0.8679095852137733,0.8467114402901676,0.1320904147862268,13.671875,2.029656175866161,140.3025872076797
B_rva,L4_c1_c5,3,9221692,0.22987903498884654,0.10126959738868765,60.27181786267009,89.54438881283916,0.6807266049719303,0.7727071254573317,-0.13954797667331909,0.7544816490773726,0.8482549516332466,0.6953951397704267,0.6375448341929003,0.30460486022957334,15.625,4.250528208867046,277.3357300857737
B_rva,L6_no_ssm,1,3099388,0.3984083190976504,0.21258383688418248,54.862917537072,90.02122403604359,1.131102610884774,0.5448307974597113,-0.9639651505256591,0.8453310275796201,0.8957698714352242,0.81083325739534,0.7646026677157298,0.18916674260466004,11.23046875,3.4036628828574855,186.4892435619378
B_rva,L9_full,3,4090620,0.28728895979949226,0.14008243889324565,64.98605138199171,87.98766449736524,0.7681176432560356,1.1011572242601038,-0.6551521355805502,0.9222705261958593,0.9252543279802153,0.9253329478015239,0.8618562569462622,0.07466705219847611,14.0625,2.047754073854361,133.492483981744
B_rva,L1_baseline_mse,0,9218556,0.1668021478346981,0.04134776021393277,51.981708312576835,79.81865190677652,0.6244141356276478,0.7446979477088452,-1.0802267588173595,0.686408755359542,0.8470749421521026,0.5919329382517575,0.5654496028401124,0.4080670617482425,16.544117647058822,6.272847784762947,267.1186610321047
B_rva,L1_baseline_mse,1,9218556,0.18714203749755162,0.04943068654953356,43.185333291291784,80.41065932268309,0.5141044756229961,0.6773647338553961,-0.8749410517911014,0.7495535340959933,0.9033583763138948,0.6530701228598828,0.6355572637764173,0.34692987714011725,18.06640625,4.308945647171176,259.99526923268786
B_rva,L1_baseline_mse,2,9218556,0.16025249349652204,0.04383555136212515,63.697108186556065,86.15909746496172,0.48808391868994666,0.7129234401121289,-0.6817289490531561,0.6432382892364724,0.9330946018010221,0.5117423049219268,0.49905262434811076,0.4882576950780732,25.735294117647058,11.821950835837313,354.68101393877964
B_rva,L1_baseline_mse,3,9218556,0.15193920786915766,0.0358473473544126,8.69188977048007,36.84916021948364,0.5440782540349705,0.9850819321699542,-0.43446870632721324,0.254107965877565,0.30035351868996873,0.30473914752591136,0.15515942580394615,0.6952608524740886,42.96875,45.7360218766342,263.4651213060669
B_rva,L1_baseline_mse,4,9218556,0.16253654130928888,0.04298585060469468,55.50117337200211,85.26991515596002,0.5018096049683021,0.6914519488670892,-1.6114841678664518,0.7711687773303683,0.9118018107852275,0.6877786775436907,0.66838465336879,0.3122213224563093,16.6015625,3.27190475304275,174.49307713356393
